x1,x2,class
8.907213966665893,7.514386069495284,0.0
9.361952521790728,7.957935744221406,0.0
6.592201103388316,8.983232133204629,0.0
9.705904472450863,7.0379617199409426,0.0
8.848589324637008,7.739751221841285,0.0
8.925611603052939,8.89498021918317,0.0
9.608475340494723,8.092515403221226,0.0
9.200133261702735,8.259216222414928,0.0
9.153586807091276,9.97003702007742,0.0
6.7802458026346315,8.775735802566434,0.0
8.842639133282116,9.160240425841069,0.0
8.726447953267089,9.900437572325723,0.0
5.341407623802871,9.757119314087703,0.0
8.684554117706567,8.88970476046886,0.0
6.35540445254558,8.986208136504034,0.0
9.543016436617606,9.07213720116616,0.0
8.813752437432008,7.180409092338747,0.0
8.990363390661921,8.698083613045176,0.0
7.1762850665187505,8.785116855890951,0.0
7.926325620543128,8.21721421922572,0.0
9.119279330265034,6.276319457882745,0.0
7.446979258635357,7.713971672069688,0.0
9.704516141307591,6.088469028325965,0.0
5.7066695101070035,9.357597545186403,0.0
7.20999028056179,9.973595700597635,0.0
9.88303343599805,7.492125091202128,0.0
7.530648128126912,9.977004293242805,0.0
9.754478298719274,8.470946828392421,0.0
9.65158839305882,6.15550863958167,0.0
7.976383087832186,8.413311541842207,0.0
9.35424976969596,8.113911521705756,0.0
7.554809589803259,9.333659728553657,0.0
7.123796928659143,8.196608767605289,0.0
9.700000970606297,7.164727853138628,0.0
8.300242649340886,6.9367245795756975,0.0
9.084641422903914,9.155330786381953,0.0
9.712548805728648,8.488230876981506,0.0
8.075353548174673,9.51154013770889,0.0
8.713742601033891,8.285339499394858,0.0
9.843082925952064,7.6455842382766495,0.0
9.202887786215122,7.330426155991953,0.0
9.59296092756322,6.234835386859018,0.0
8.742105866907572,8.142818338084949,0.0
8.787991023129653,7.085149754396538,0.0
7.02606378295264,8.609389633726428,0.0
9.690706779688183,7.875001455531891,0.0
6.697326135983136,9.626519987384448,0.0
8.173090118636996,9.761873645410784,0.0
7.639413577713663,9.203211976938677,0.0
6.4241360858942205,8.978452453287902,0.0
9.514090067738978,8.42511221613223,0.0
8.710693842449546,7.3639518036414096,0.0
9.42146530548127,7.125762935556903,0.0
9.331952598897331,8.40633727808081,0.0
7.8063101340847965,9.137660772996686,0.0
9.075780326355364,6.486122151856623,0.0
5.814717963961567,9.999173142477586,0.0
9.499639522940546,9.540535744260636,0.0
9.711091584194108,9.700265840925102,0.0
8.476656397842682,6.953109185879014,0.0
5.366072820973146,9.848050246843622,0.0
7.08712792855299,9.804252993208832,0.0
7.970117875186718,8.14358019215433,0.0
9.235628912265565,8.17947135595761,0.0
9.504018868747282,7.450843917756398,0.0
7.183679832850749,9.572315494868937,0.0
7.795944690680212,8.729072984179059,0.0
9.553987068351203,5.884533694397631,0.0
8.35179165663542,9.117709554182262,0.0
9.459938337121148,9.527894861715225,0.0
8.152039482991649,6.8796990581788355,0.0
9.306682384440126,7.452905204903843,0.0
7.460974512553068,8.083941086555651,0.0
5.6914427122036635,9.36212032530057,0.0
9.197331021057344,7.625806614123675,0.0
8.961214991686898,7.660583212038972,0.0
7.749701610169904,7.969164981747539,0.0
7.326547121870962,9.43987688828984,0.0
5.5061894034805094,9.775845003433421,0.0
7.529758051018183,9.031735443234904,0.0
6.7759752671234486,8.90735682022871,0.0
8.998770432327373,7.018897123157459,0.0
9.151531878396636,6.590852801147666,0.0
8.657834780442425,7.57434575960964,0.0
9.20897997614344,6.094187759036727,0.0
8.452965169261859,8.537845967059619,0.0
7.602757879458272,7.729308941459566,0.0
8.089010320823734,7.492376846125659,0.0
9.231857972795844,6.281320636663734,0.0
8.56428459001616,9.20234495906736,0.0
8.661591872953899,8.068632081334995,0.0
8.838906415388204,6.323720855700935,0.0
7.525275838869502,9.552973323148095,0.0
8.262248121074528,8.686964871638551,0.0
9.677130970180198,5.627720607489608,0.0
9.384092226237593,8.810406152010255,0.0
8.512726581977363,7.720347607725503,0.0
9.998462892170762,7.562844008528097,0.0
9.763460856390138,7.073284560360797,0.0
8.7271372501586,9.72702815533941,0.0
6.516787247938839,8.789798072631944,0.0
9.533512230955942,5.893375325282416,0.0
7.573520434113758,9.136893034626853,0.0
7.030809226450216,9.016226029905406,0.0
9.99335322200064,7.694268909470811,0.0
7.4951226533601965,9.878938197118082,0.0
9.19636358436055,9.7462947978627,0.0
8.48983921661538,9.094861488106531,0.0
9.53573721614423,8.940369968050287,0.0
5.901583528148091,9.454890892683771,0.0
7.424383423066713,8.132498234730107,0.0
8.97319161344738,9.039732512346216,0.0
9.388077443877755,7.925937294444916,0.0
6.437415215699909,8.75475995804138,0.0
9.561112964122794,9.031466560712337,0.0
9.45793318954221,8.454712517352586,0.0
9.425130905342755,7.182487249701129,0.0
7.603861641277819,8.131398136798289,0.0
8.251464908613876,8.963619467478507,0.0
9.947549096943858,8.720531274324019,0.0
6.006178448756741,9.710414272289023,0.0
8.412935973374388,9.13491287223948,0.0
7.994594276354141,8.9721399530877,0.0
8.320068419514342,7.113674333790431,0.0
9.501137368040947,7.4332315934159965,0.0
6.8181137235444496,9.220114902176205,0.0
6.981223512389333,9.339874867569199,0.0
9.875937092430929,5.432527389712991,0.0
7.2031526224206335,8.260264008301714,0.0
8.800212705136076,6.337317157947579,0.0
8.962863526218007,6.278900531220149,0.0
9.313644890427648,8.122013328641362,0.0
6.335430426631291,9.299839330274818,0.0
9.068498238209578,8.380035276007074,0.0
7.1529154622637545,9.616273663001122,0.0
8.73452813755097,7.741444346003352,0.0
8.991871013199646,8.198463488620234,0.0
9.727329920218423,5.316303016016999,0.0
5.763542578349037,9.379722421348909,0.0
7.93674043088385,7.979265496525466,0.0
9.131411633179654,7.064610740412496,0.0
8.848051032729762,8.24671726702751,0.0
8.095661309507275,8.147313932011278,0.0
7.264572946487897,8.273260852665414,0.0
9.291637892285975,8.035742071750068,0.0
9.076978846352189,8.989569037543223,0.0
7.85263028842404,7.487707358897135,0.0
8.306050138281716,6.859787472828743,0.0
9.906280911588723,9.07959001422654,0.0
6.457009218001324,9.088763143497577,0.0
9.757655180049277,7.149961286928858,0.0
7.915804290434313,8.630007545669407,0.0
9.82428116506227,6.79451837914678,0.0
8.065371563266533,9.068381123834516,0.0
9.935155546833897,6.556208329514775,0.0
8.781873941752266,7.890966864004605,0.0
5.327428207390268,9.912100282735118,0.0
8.624883708998796,7.681964249545395,0.0
8.76044469085631,7.881113797278778,0.0
9.811257879426838,5.780077007674969,0.0
8.860773201720976,7.223559404474617,0.0
8.347997422929824,8.602263541965776,0.0
9.47843552061789,9.88155120563054,0.0
8.566192784225622,7.7450511929836665,0.0
6.974207060883231,9.166642648003872,0.0
9.502608395160074,9.326158611811517,0.0
9.521286167442192,8.56398084884804,0.0
9.733282546396405,7.547612009369134,0.0
7.851125023722208,9.251870517713478,0.0
8.001221390265265,9.600595818848422,0.0
7.76855708904554,9.835433886329152,0.0
9.453120522094352,7.11497830379764,0.0
9.79846742680391,9.366474576682942,0.0
9.18143636295248,6.337335828377255,0.0
7.855688134482368,7.626896205963741,0.0
7.842568312118278,7.46253960819661,0.0
7.219576006145375,7.9910212844670525,0.0
8.486050228936394,7.009032707098802,0.0
